"X","node","phen1","phen2","celltype","condition","corr","Method"
2161,"Micro:TG:SP100","SCZ_c07x","CDR","Micro","AD",0.0438339265834495,"Gene
Expres
sion"
2162,"Micro:TG:SYK","SCZ_c07x","CDR","Micro","Control",0.0131558172274163,"Gene
Expres
sion"
2163,"Micro:TG:SYK","SCZ_c07x","CDR","Micro","AD",0.0614039629874326,"Gene
Expres
sion"
2164,"Micro:TG:WDFY4","SCZ_c07x","CDR","Micro","Control",0.170882285795515,"Gene
Expres
sion"
2165,"Micro:TG:WDFY4","SCZ_c07x","CDR","Micro","AD",0.0207495452145309,"Gene
Expres
sion"
2166,"IN_LAMP5_LHX6:TF:ARX","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.0756969902089285,"Gene
Expres
sion"
2167,"IN_LAMP5_LHX6:TF:ARX","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0,"Gene
Expres
sion"
2168,"IN_LAMP5_LHX6:TF:LHX6","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.00315060573063428,"Gene
Expres
sion"
2169,"IN_LAMP5_LHX6:TF:LHX6","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.0685682155153717,"Gene
Expres
sion"
2170,"IN_LAMP5_LHX6:TF:TCF4","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.0460306020304424,"Gene
Expres
sion"
2171,"IN_LAMP5_LHX6:TF:TCF4","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.0440963251050448,"Gene
Expres
sion"
2172,"IN_LAMP5_LHX6:TG:BTBD11","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.0692988975101804,"Gene
Expres
sion"
2173,"IN_LAMP5_LHX6:TG:BTBD11","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.0793621797642431,"Gene
Expres
sion"
2174,"IN_LAMP5_LHX6:TG:DLX6-AS1","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.13962809871065,"Gene
Expres
sion"
2175,"IN_LAMP5_LHX6:TG:DLX6-AS1","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.0758792079286035,"Gene
Expres
sion"
2176,"IN_LAMP5_LHX6:TG:GAD1","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.0428743401757129,"Gene
Expres
sion"
2177,"IN_LAMP5_LHX6:TG:GAD1","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.0883098171830627,"Gene
Expres
sion"
2178,"IN_LAMP5_LHX6:TG:GAD2","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.0199224144137025,"Gene
Expres
sion"
2179,"IN_LAMP5_LHX6:TG:GAD2","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.159633345700403,"Gene
Expres
sion"
2180,"IN_LAMP5_LHX6:TG:SYNPR","SCZ_c07x","CDR","IN_LAMP5_LHX6","Control",0.114150249044672,"Gene
Expres
sion"
2181,"IN_LAMP5_LHX6:TG:SYNPR","SCZ_c07x","CDR","IN_LAMP5_LHX6","AD",0.0364523336785948,"Gene
Expres
sion"
2182,"IN_PVALB:TF:ARX","SCZ_c07x","CDR","IN_PVALB","Control",0.0102509917402302,"Gene
Expres
sion"
2183,"IN_PVALB:TF:ARX","SCZ_c07x","CDR","IN_PVALB","AD",0.0277791834389136,"Gene
Expres
sion"
2184,"IN_PVALB:TF:LHX6","SCZ_c07x","CDR","IN_PVALB","Control",0.142533382172796,"Gene
Expres
sion"
2185,"IN_PVALB:TF:LHX6","SCZ_c07x","CDR","IN_PVALB","AD",0.07632777907253,"Gene
Expres
sion"
2186,"IN_PVALB:TF:TCF4","SCZ_c07x","CDR","IN_PVALB","Control",0.128914614675653,"Gene
Expres
sion"
2187,"IN_PVALB:TF:TCF4","SCZ_c07x","CDR","IN_PVALB","AD",0.00636310099186716,"Gene
Expres
sion"
2188,"IN_PVALB:TF:ZMAT4","SCZ_c07x","CDR","IN_PVALB","Control",0.0765827889480577,"Gene
Expres
sion"
2189,"IN_PVALB:TF:ZMAT4","SCZ_c07x","CDR","IN_PVALB","AD",0.0241953749226364,"Gene
Expres
sion"
2190,"IN_PVALB:TG:BTBD11","SCZ_c07x","CDR","IN_PVALB","Control",0.0599136850753723,"Gene
Expres
sion"
2191,"IN_PVALB:TG:BTBD11","SCZ_c07x","CDR","IN_PVALB","AD",0.108039901711034,"Gene
Expres
sion"
2192,"IN_PVALB:TG:DLX6-AS1","SCZ_c07x","CDR","IN_PVALB","Control",0.0250513113320934,"Gene
Expres
sion"
2193,"IN_PVALB:TG:DLX6-AS1","SCZ_c07x","CDR","IN_PVALB","AD",0.0620856840734341,"Gene
Expres
sion"
2194,"IN_PVALB:TG:GAD1","SCZ_c07x","CDR","IN_PVALB","Control",0.185313819473113,"Gene
Expres
sion"
2195,"IN_PVALB:TG:GAD1","SCZ_c07x","CDR","IN_PVALB","AD",0.128669022413469,"Gene
Expres
sion"
2196,"IN_PVALB:TG:GAD2","SCZ_c07x","CDR","IN_PVALB","Control",0.092778056537649,"Gene
Expres
sion"
2197,"IN_PVALB:TG:GAD2","SCZ_c07x","CDR","IN_PVALB","AD",0.0632808781221449,"Gene
Expres
sion"
2198,"IN_PVALB:TG:LHX6","SCZ_c07x","CDR","IN_PVALB","Control",0.142533382172796,"Gene
Expres
sion"
2199,"IN_PVALB:TG:LHX6","SCZ_c07x","CDR","IN_PVALB","AD",0.07632777907253,"Gene
Expres
sion"
2200,"IN_PVALB:TG:NXPH1","SCZ_c07x","CDR","IN_PVALB","Control",0.195092437557996,"Gene
Expres
sion"
2201,"IN_PVALB:TG:NXPH1","SCZ_c07x","CDR","IN_PVALB","AD",0.0691174952143725,"Gene
Expres
sion"
2202,"IN_PVALB:TG:SYNPR","SCZ_c07x","CDR","IN_PVALB","Control",0.10698708885206,"Gene
Expres
sion"
2203,"IN_PVALB:TG:SYNPR","SCZ_c07x","CDR","IN_PVALB","AD",0.0913302821437116,"Gene
Expres
sion"
2204,"IN_SST:TF:ARX","SCZ_c07x","CDR","IN_SST","Control",0.0478953332485727,"Gene
Expres
sion"
2205,"IN_SST:TF:ARX","SCZ_c07x","CDR","IN_SST","AD",0.0949482281158129,"Gene
Expres
sion"
2206,"IN_SST:TF:DLX1","SCZ_c07x","CDR","IN_SST","Control",0.0420164127024,"Gene
Expres
sion"
2207,"IN_SST:TF:DLX1","SCZ_c07x","CDR","IN_SST","AD",0.00690279418543421,"Gene
Expres
sion"
2208,"IN_SST:TF:LHX6","SCZ_c07x","CDR","IN_SST","Control",0.0414939210774954,"Gene
Expres
sion"
2209,"IN_SST:TF:LHX6","SCZ_c07x","CDR","IN_SST","AD",0.00597955777094007,"Gene
Expres
sion"
2210,"IN_SST:TF:TCF4","SCZ_c07x","CDR","IN_SST","Control",0.0147793176723949,"Gene
Expres
sion"
2211,"IN_SST:TF:TCF4","SCZ_c07x","CDR","IN_SST","AD",0.0374580959840383,"Gene
Expres
sion"
2212,"IN_SST:TF:ZMAT4","SCZ_c07x","CDR","IN_SST","Control",0.0483264647901963,"Gene
Expres
sion"
2213,"IN_SST:TF:ZMAT4","SCZ_c07x","CDR","IN_SST","AD",0.0795232846857869,"Gene
Expres
sion"
2214,"IN_SST:TG:BTBD11","SCZ_c07x","CDR","IN_SST","Control",0.0617263452802077,"Gene
Expres
sion"
2215,"IN_SST:TG:BTBD11","SCZ_c07x","CDR","IN_SST","AD",0.0261614211078699,"Gene
Expres
sion"
2216,"IN_SST:TG:DLX6-AS1","SCZ_c07x","CDR","IN_SST","Control",0.0996122566128622,"Gene
Expres
sion"
2217,"IN_SST:TG:DLX6-AS1","SCZ_c07x","CDR","IN_SST","AD",0.0524671198814521,"Gene
Expres
sion"
2218,"IN_SST:TG:GAD1","SCZ_c07x","CDR","IN_SST","Control",0.0713356034679546,"Gene
Expres
sion"
2219,"IN_SST:TG:GAD1","SCZ_c07x","CDR","IN_SST","AD",0.088277951621452,"Gene
Expres
sion"
2220,"IN_SST:TG:GAD2","SCZ_c07x","CDR","IN_SST","Control",0.122099033311239,"Gene
Expres
sion"
2221,"IN_SST:TG:GAD2","SCZ_c07x","CDR","IN_SST","AD",0.0368240060759582,"Gene
Expres
sion"
2222,"IN_SST:TG:GRIK3","SCZ_c07x","CDR","IN_SST","Control",0.0443890197270579,"Gene
Expres
sion"
2223,"IN_SST:TG:GRIK3","SCZ_c07x","CDR","IN_SST","AD",0.0156159713072396,"Gene
Expres
sion"
2224,"IN_SST:TG:LHX6","SCZ_c07x","CDR","IN_SST","Control",0.0414939210774954,"Gene
Expres
sion"
2225,"IN_SST:TG:LHX6","SCZ_c07x","CDR","IN_SST","AD",0.00597955777094007,"Gene
Expres
sion"
2226,"IN_SST:TG:NXPH1","SCZ_c07x","CDR","IN_SST","Control",0.0952060611087368,"Gene
Expres
sion"
2227,"IN_SST:TG:NXPH1","SCZ_c07x","CDR","IN_SST","AD",0.0478731440057608,"Gene
Expres
sion"
2228,"IN_SST:TG:SYNPR","SCZ_c07x","CDR","IN_SST","Control",0.0670994637490543,"Gene
Expres
sion"
2229,"IN_SST:TG:SYNPR","SCZ_c07x","CDR","IN_SST","AD",0.0617934191089854,"Gene
Expres
sion"
2230,"Immune:TF:RUNX3","SCZ_c07x","CDR","Immune","Control",0,"Gene
Expres
sion"
2231,"Immune:TF:RUNX3","SCZ_c07x","CDR","Immune","AD",0.0958283230645118,"Gene
Expres
sion"
2232,"Astro:TF:SOX5","SCZ_c07x","CDR","Astro","Control",0.000198301332909247,"Gene
Expres
sion"
2233,"Astro:TF:SOX5","SCZ_c07x","CDR","Astro","AD",0.105673664529668,"Gene
Expres
sion"
2234,"Astro:TF:TCF7L1","SCZ_c07x","CDR","Astro","Control",0.00245798325250646,"Gene
Expres
sion"
2235,"Astro:TF:TCF7L1","SCZ_c07x","CDR","Astro","AD",0.0503966569292671,"Gene
Expres
sion"
2236,"Astro:TF:TCF7L2","SCZ_c07x","CDR","Astro","Control",0.0718643902768787,"Gene
Expres
sion"
2237,"Astro:TF:TCF7L2","SCZ_c07x","CDR","Astro","AD",0.108899843622748,"Gene
Expres
sion"
2238,"Endo:TF:GATA2","SCZ_c07x","CDR","Endo","Control",0.0192208262888601,"Gene
Expres
sion"
2239,"Endo:TF:GATA2","SCZ_c07x","CDR","Endo","AD",0.117390861101482,"Gene
Expres
sion"
2240,"Endo:TF:MECOM","SCZ_c07x","CDR","Endo","Control",0.0531288785065116,"Gene
Expres
sion"
2241,"Endo:TF:MECOM","SCZ_c07x","CDR","Endo","AD",0.064375756536298,"Gene
Expres
sion"
2242,"Endo:TG:ATP10A","SCZ_c07x","CDR","Endo","Control",0.102464767346356,"Gene
Expres
sion"
2243,"Endo:TG:ATP10A","SCZ_c07x","CDR","Endo","AD",0.0615237102302701,"Gene
Expres
sion"
2244,"Endo:TG:ERG","SCZ_c07x","CDR","Endo","Control",0.0999833889660233,"Gene
Expres
sion"
2245,"Endo:TG:ERG","SCZ_c07x","CDR","Endo","AD",0.0582627583259263,"Gene
Expres
sion"
2246,"Endo:TG:MECOM","SCZ_c07x","CDR","Endo","Control",0.0531288785065116,"Gene
Expres
sion"
2247,"Endo:TG:MECOM","SCZ_c07x","CDR","Endo","AD",0.064375756536298,"Gene
Expres
sion"
2248,"VLMC:TG:EBF1","SCZ_c07x","CDR","VLMC","Control",0.230849759774586,"Gene
Expres
sion"
2249,"VLMC:TG:EBF1","SCZ_c07x","CDR","VLMC","AD",0.0628281761817916,"Gene
Expres
sion"
2250,"IN_VIP:TF:DLX1","SCZ_c07x","CDR","IN_VIP","Control",0.117697964794977,"Gene
Expres
sion"
2251,"IN_VIP:TF:DLX1","SCZ_c07x","CDR","IN_VIP","AD",0.109111013202936,"Gene
Expres
sion"
2252,"IN_VIP:TF:TCF4","SCZ_c07x","CDR","IN_VIP","Control",0.193810140270841,"Gene
Expres
sion"
2253,"IN_VIP:TF:TCF4","SCZ_c07x","CDR","IN_VIP","AD",0.0749621177536871,"Gene
Expres
sion"
2254,"IN_VIP:TF:ZMAT4","SCZ_c07x","CDR","IN_VIP","Control",0.194419349120335,"Gene
Expres
sion"
2255,"IN_VIP:TF:ZMAT4","SCZ_c07x","CDR","IN_VIP","AD",0.112383042129643,"Gene
Expres
sion"
2256,"IN_VIP:TG:BTBD11","SCZ_c07x","CDR","IN_VIP","Control",0.228008221311348,"Gene
Expres
sion"
2257,"IN_VIP:TG:BTBD11","SCZ_c07x","CDR","IN_VIP","AD",0.133913609853288,"Gene
Expres
sion"
2258,"IN_VIP:TG:DLX6-AS1","SCZ_c07x","CDR","IN_VIP","Control",0.137480365669034,"Gene
Expres
sion"
2259,"IN_VIP:TG:DLX6-AS1","SCZ_c07x","CDR","IN_VIP","AD",0.18876335864508,"Gene
Expres
sion"
2260,"IN_VIP:TG:GAD1","SCZ_c07x","CDR","IN_VIP","Control",0.159103015037448,"Gene
Expres
sion"
2261,"IN_VIP:TG:GAD1","SCZ_c07x","CDR","IN_VIP","AD",0.140066616732332,"Gene
Expres
sion"
2262,"IN_VIP:TG:GAD2","SCZ_c07x","CDR","IN_VIP","Control",0.119511966949078,"Gene
Expres
sion"
2263,"IN_VIP:TG:GAD2","SCZ_c07x","CDR","IN_VIP","AD",0.0811040481638387,"Gene
Expres
sion"
2264,"IN_VIP:TG:SYNPR","SCZ_c07x","CDR","IN_VIP","Control",0.0641196356627635,"Gene
Expres
sion"
2265,"IN_VIP:TG:SYNPR","SCZ_c07x","CDR","IN_VIP","AD",0.0710513200170419,"Gene
Expres
sion"
2266,"Oligo:TF:TCF12","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.111739268322236,"Gene
Expres
sion"
2267,"Oligo:TF:TCF12","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00392540935985335,"Gene
Expres
sion"
2268,"Oligo:TG:ABCC4","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.199810459353273,"Gene
Expres
sion"
2269,"Oligo:TG:ABCC4","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0474699118618783,"Gene
Expres
sion"
2270,"Oligo:TG:ADAM28","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.168780086281001,"Gene
Expres
sion"
2271,"Oligo:TG:ADAM28","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0751754807298178,"Gene
Expres
sion"
2272,"Oligo:TG:ALOX5","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0327116756045829,"Gene
Expres
sion"
2273,"Oligo:TG:ALOX5","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.031239362394268,"Gene
Expres
sion"
2274,"Oligo:TG:APBB1IP","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00577670566033769,"Gene
Expres
sion"
2275,"Oligo:TG:APBB1IP","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0136488015566578,"Gene
Expres
sion"
2276,"Oligo:TG:ARHGAP25","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.106926851819109,"Gene
Expres
sion"
2277,"Oligo:TG:ARHGAP25","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0483401798478361,"Gene
Expres
sion"
2278,"Oligo:TG:ATP8B4","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0270241559042793,"Gene
Expres
sion"
2279,"Oligo:TG:ATP8B4","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.010006310094831,"Gene
Expres
sion"
2280,"Oligo:TG:BLNK","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0079414493556868,"Gene
Expres
sion"
2281,"Oligo:TG:BLNK","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0704758058158299,"Gene
Expres
sion"
2282,"Oligo:TG:C3","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00487076801467517,"Gene
Expres
sion"
2283,"Oligo:TG:C3","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0535822198865605,"Gene
Expres
sion"
2284,"Oligo:TG:CD53","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0540137137019733,"Gene
Expres
sion"
2285,"Oligo:TG:CD53","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0644790757847718,"Gene
Expres
sion"
2286,"Oligo:TG:CSF1R","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.150125641857461,"Gene
Expres
sion"
2287,"Oligo:TG:CSF1R","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0026001085102915,"Gene
Expres
sion"
2288,"Oligo:TG:DOCK8","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0428151282456539,"Gene
Expres
sion"
2289,"Oligo:TG:DOCK8","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00703066321872704,"Gene
Expres
sion"
2290,"Oligo:TG:FLI1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0802241838511786,"Gene
Expres
sion"
2291,"Oligo:TG:FLI1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.076478343236776,"Gene
Expres
sion"
2292,"Oligo:TG:HCLS1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0805808199307248,"Gene
Expres
sion"
2293,"Oligo:TG:HCLS1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00914419364290667,"Gene
Expres
sion"
2294,"Oligo:TG:IFI16","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0179760202889359,"Gene
Expres
sion"
2295,"Oligo:TG:IFI16","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0053664589459482,"Gene
Expres
sion"
2296,"Oligo:TG:IKZF1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00711811300164282,"Gene
Expres
sion"
2297,"Oligo:TG:IKZF1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0577882364477086,"Gene
Expres
sion"
2298,"Oligo:TG:IL13RA1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0411568312527214,"Gene
Expres
sion"
2299,"Oligo:TG:IL13RA1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0142001025039593,"Gene
Expres
sion"
2300,"Oligo:TG:INPP5D","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0993174368825462,"Gene
Expres
sion"
2301,"Oligo:TG:INPP5D","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.05555631823697,"Gene
Expres
sion"
2302,"Oligo:TG:IRAK3","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.013103873738882,"Gene
Expres
sion"
2303,"Oligo:TG:IRAK3","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0508667275145319,"Gene
Expres
sion"
2304,"Oligo:TG:LHFPL2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0277403218941207,"Gene
Expres
sion"
2305,"Oligo:TG:LHFPL2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00723702513332421,"Gene
Expres
sion"
2306,"Oligo:TG:LPAR6","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0314325325818349,"Gene
Expres
sion"
2307,"Oligo:TG:LPAR6","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0315435521632209,"Gene
Expres
sion"
2308,"Oligo:TG:LPCAT2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0870461788688927,"Gene
Expres
sion"
2309,"Oligo:TG:LPCAT2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0624989446101405,"Gene
Expres
sion"
2310,"Oligo:TG:LY86","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00740938081903717,"Gene
Expres
sion"
2311,"Oligo:TG:LY86","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00645227984016657,"Gene
Expres
sion"
2312,"Oligo:TG:LYN","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.234618493364567,"Gene
Expres
sion"
2313,"Oligo:TG:LYN","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0710232106771113,"Gene
Expres
sion"
2314,"Oligo:TG:MEF2A","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0089419580757609,"Gene
Expres
sion"
2315,"Oligo:TG:MEF2A","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0400678403172489,"Gene
Expres
sion"
2316,"Oligo:TG:NCKAP1L","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00386290656261705,"Gene
Expres
sion"
2317,"Oligo:TG:NCKAP1L","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0612320116043609,"Gene
Expres
sion"
2318,"Oligo:TG:NFATC2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00488769943735139,"Gene
Expres
sion"
2319,"Oligo:TG:NFATC2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0173621884390015,"Gene
Expres
sion"
2320,"Oligo:TG:PALD1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0247427203556361,"Gene
Expres
sion"
2321,"Oligo:TG:PALD1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.100234714786939,"Gene
Expres
sion"
2322,"Oligo:TG:PIK3AP1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0234919548364529,"Gene
Expres
sion"
2323,"Oligo:TG:PIK3AP1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.006073388895442,"Gene
Expres
sion"
2324,"Oligo:TG:PTPRC","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.159154397548922,"Gene
Expres
sion"
2325,"Oligo:TG:PTPRC","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0706715641819052,"Gene
Expres
sion"
2326,"Oligo:TG:RBM47","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.00512682352812571,"Gene
Expres
sion"
2327,"Oligo:TG:RBM47","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0347097573058787,"Gene
Expres
sion"
2328,"Oligo:TG:RCSD1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0386499765190469,"Gene
Expres
sion"
2329,"Oligo:TG:RCSD1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0551649225236688,"Gene
Expres
sion"
2330,"Oligo:TG:RHBDF2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.155301445057779,"Gene
Expres
sion"
2331,"Oligo:TG:RHBDF2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.122653104944609,"Gene
Expres
sion"
2332,"Oligo:TG:RIN3","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0216584716634194,"Gene
Expres
sion"
2333,"Oligo:TG:RIN3","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00849368549515228,"Gene
Expres
sion"
2334,"Oligo:TG:RUNX1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0236763974824841,"Gene
Expres
sion"
2335,"Oligo:TG:RUNX1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0645087921434664,"Gene
Expres
sion"
2336,"Oligo:TG:SAMSN1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.111071470923354,"Gene
Expres
sion"
2337,"Oligo:TG:SAMSN1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.063700008692169,"Gene
Expres
sion"
2338,"Oligo:TG:SLCO2B1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0629173063940213,"Gene
Expres
sion"
2339,"Oligo:TG:SLCO2B1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0937446052015525,"Gene
Expres
sion"
2340,"Oligo:TG:SP100","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0817648327444266,"Gene
Expres
sion"
2341,"Oligo:TG:SP100","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0113535494933779,"Gene
Expres
sion"
2342,"Oligo:TG:SRGAP2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0181755513181702,"Gene
Expres
sion"
2343,"Oligo:TG:SRGAP2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.023514069920883,"Gene
Expres
sion"
2344,"Oligo:TG:SRGAP2B","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.033645572455791,"Gene
Expres
sion"
2345,"Oligo:TG:SRGAP2B","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0530064527796267,"Gene
Expres
sion"
2346,"Oligo:TG:ST6GAL1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0298039138751304,"Gene
Expres
sion"
2347,"Oligo:TG:ST6GAL1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0477433847121226,"Gene
Expres
sion"
2348,"Oligo:TG:SUSD6","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0943745203759218,"Gene
Expres
sion"
2349,"Oligo:TG:SUSD6","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0501405021498966,"Gene
Expres
sion"
2350,"Oligo:TG:SYK","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0094962218700771,"Gene
Expres
sion"
2351,"Oligo:TG:SYK","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0411533511015381,"Gene
Expres
sion"
2352,"Oligo:TG:TBXAS1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0959434402041054,"Gene
Expres
sion"
2353,"Oligo:TG:TBXAS1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0851163831787881,"Gene
Expres
sion"
2354,"Oligo:TG:TFEC","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0553916207728544,"Gene
Expres
sion"
2355,"Oligo:TG:TFEC","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0690440288396905,"Gene
Expres
sion"
2356,"Oligo:TG:TGFBR1","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0742045170531214,"Gene
Expres
sion"
2357,"Oligo:TG:TGFBR1","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0254725490955248,"Gene
Expres
sion"
2358,"Oligo:TG:TGFBR2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0906532349853258,"Gene
Expres
sion"
2359,"Oligo:TG:TGFBR2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0762210610449722,"Gene
Expres
sion"
2360,"Oligo:TG:TLR2","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0156838334359952,"Gene
Expres
sion"
2361,"Oligo:TG:TLR2","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.0534421534593211,"Gene
Expres
sion"
2362,"Oligo:TG:WDFY4","SCZ_c07x","Cog_Tau_Resilience","Oligo","Control",0.0999326783244153,"Gene
Expres
sion"
2363,"Oligo:TG:WDFY4","SCZ_c07x","Cog_Tau_Resilience","Oligo","AD",0.00856223278751073,"Gene
Expres
sion"
2364,"PC:TG:EBF1","SCZ_c07x","Cog_Tau_Resilience","PC","Control",0.0154596035296004,"Gene
Expres
sion"
2365,"PC:TG:EBF1","SCZ_c07x","Cog_Tau_Resilience","PC","AD",0.0472296846992059,"Gene
Expres
sion"
2366,"EN_L3_5_IT_3:TF:ZMAT4","SCZ_c07x","Cog_Tau_Resilience","EN_L3_5_IT_3","Control",0.0817473267059521,"Gene
Expres
sion"
2367,"EN_L3_5_IT_3:TF:ZMAT4","SCZ_c07x","Cog_Tau_Resilience","EN_L3_5_IT_3","AD",0.0204351083541942,"Gene
Expres
sion"
